RxnId	Equation	Definition
R01560	C00212 + C00001 <=> C00294 + C00014	Adenosine + H2O <=> Inosine + Ammonia
R02556	C00559 + C00001 <=> C05512 + C00014	Deoxyadenosine + H2O <=> Deoxyinosine + Ammonia
R01321	C00307 + C00641 <=> C00055 + C00157	CDP-choline + 1,2-Diacyl-sn-glycerol <=> CMP + Phosphatidylcholine
R04321	C00307 + C03820 <=> C00055 + C04598	CDP-choline + 1-Alkyl-2-acetyl-sn-glycerol <=> CMP + 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine
R04922	C05674 + C00641 <=> C00055 + C05676	CMP-N-trimethyl-2-aminoethylphosphonate + 1,2-Diacyl-sn-glycerol <=> CMP + Diacylglyceryl-N-trimethyl-2-aminoethylphosphonate
R07389	C03201 + C00307 <=> C05212 + C00055	1-Alkyl-2-acylglycerol + CDP-choline <=> 1-Radyl-2-acyl-sn-glycero-3-phosphocholine + CMP
R02324	C00002 + C03150 <=> C00008 + C00455	ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide
R03347	C01185 + C00008 <=> C05841 + C00002	Nicotinate D-ribonucleotide + ADP <=> Nicotinate D-ribonucleoside + ATP
R03363	C04549 + C00001 <=> C01194 + C00009	1-Phosphatidyl-1D-myo-inositol 3-phosphate + H2O <=> 1-Phosphatidyl-D-myo-inositol + Orthophosphate
R04513	C05981 + C00001 <=> C04637 + C00009	Phosphatidylinositol-3,4,5-trisphosphate + H2O <=> 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + Orthophosphate
R01213	C02504 + C00010 <=> C00024 + C00141 + C00001	alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O
R02144	C00019 + C00386 <=> C00021 + C01262	S-Adenosyl-L-methionine + Carnosine <=> S-Adenosyl-L-homocysteine + beta-Alanyl-N(pi)-methyl-L-histidine
R02569	C00024 + C15973 <=> C00010 + C16255	Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
R06127	G00005 + G10614 <=> G10526 + G10620	G00005 + GDP-D-mannose <=> G10526 + GDP
R06128	G10526 + G10614 <=> G00006 + G10620	G10526 + GDP-D-mannose <=> G00006 + GDP
R03057	C00909 + C00001 <=> C02165	Leukotriene A4 + H2O <=> Leukotriene B4
R00709	C00311 + C00003 <=> C00026 + C00011 + C00004 + C00080	Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+
R00132	C01353 <=> C00011 + C00001	Carbonic acid <=> CO2 + H2O
R10092	C00288 + C00080 <=> C00011 + C00001	HCO3- + H+ <=> CO2 + H2O
R05333	C00865 + C00641 <=> C06254 + C00422	Phospholipid + 1,2-Diacyl-sn-glycerol <=> Lysophospholipid + Triacylglycerol
R06260	G10617 + G10596 <=> G10622 + G10597	Dolichyl phosphate D-mannose + G10596 <=> Dolichyl phosphate + G10597
R01716	C00251 + C00064 <=> C11355 + C00025	Chorismate + L-Glutamine <=> 4-Amino-4-deoxychorismate + L-Glutamate
R05000	C05847 + C00156 <=> C05848 + C00013	all-trans-Polyprenyl diphosphate + 4-Hydroxybenzoate <=> 4-Hydroxy-3-polyprenylbenzoate + Diphosphate
R05616	C01230 + C00156 <=> C13425 + C00013	all-trans-Hexaprenyl diphosphate + 4-Hydroxybenzoate <=> 3-Hexaprenyl-4-hydroxybenzoate + Diphosphate
R07273	C04145 + C00156 <=> C00013 + C03885	all-trans-Nonaprenyl diphosphate + 4-Hydroxybenzoate <=> Diphosphate + 3-Nonaprenyl-4-hydroxybenzoate
R01121	C00002 + C01143 <=> C00008 + C00009 + C00129 + C00011	ATP + (R)-5-Diphosphomevalonate <=> ADP + Orthophosphate + Isopentenyl diphosphate + CO2
R02315	C00449 + C00006 + C00001 <=> C00025 + C04076 + C00005 + C00080	N6-(L-1,3-Dicarboxypropyl)-L-lysine + NADP+ + H2O <=> L-Glutamate + L-2-Aminoadipate 6-semialdehyde + NADPH + H+
R03182	C00002 + C01037 + C00011 <=> C00008 + C00009 + C01909	ATP + 7,8-Diaminononanoate + CO2 <=> ADP + Orthophosphate + Dethiobiotin
R03231	C00019 + C01092 <=> C04425 + C01037	S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate <=> S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate
R02260	C00424 + C00006 <=> C00546 + C00005 + C00080	(S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+
R04457	C04732 + C15556 <=> C04332 + 2 C00001 + C00009	5-Amino-6-(1-D-ribitylamino)uracil + L-3,4-Dihydroxybutan-2-one 4-phosphate <=> 6,7-Dimethyl-8-(D-ribityl)lumazine + 2 H2O + Orthophosphate
R02283	C00437 + C00026 <=> C01250 + C00025	N-Acetylornithine + 2-Oxoglutarate <=> N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate
R04711	C00019 + C05200 <=> C00021 + C05313 + C00080	S-Adenosyl-L-methionine + 3-Hexaprenyl-4,5-dihydroxybenzoate <=> S-Adenosyl-L-homocysteine + 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate + H+
R08771	C17554 + C00019 <=> C17559 + C00021	3,4-Dihydroxy-5-polyprenylbenzoate + S-Adenosyl-L-methionine <=> 3-Methoxy-4-hydroxy-5-polyprenylbenzoate + S-Adenosyl-L-homocysteine
R12657	C00019 + C21860 <=> C00021 + C00390	S-Adenosyl-L-methionine + 3-Demethylubiquinol <=> S-Adenosyl-L-homocysteine + Ubiquinol
R09377	C18910 + C00001 <=> C04454 + C00014	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one + H2O <=> 5-Amino-6-(5'-phospho-D-ribitylamino)uracil + Ammonia
R00188	C00054 + C00001 <=> C00020 + C00009	Adenosine 3',5'-bisphosphate + H2O <=> AMP + Orthophosphate
R00508	C00053 + C00001 <=> C00224 + C00009	3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate
R01954	C00002 + C00327 + C00049 <=> C00020 + C00013 + C03406	ATP + L-Citrulline + L-Aspartate <=> AMP + Diphosphate + N-(L-Arginino)succinate
R02133	C00378 + C00001 <=> C01279 + C04294 + C00080	Thiamine + H2O <=> 4-Amino-5-hydroxymethyl-2-methylpyrimidine + 5-(2-Hydroxyethyl)-4-methylthiazole + H+
R03471	C00002 + C01279 <=> C00008 + C04556	ATP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine <=> ADP + 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine
R04509	C00002 + C04556 <=> C00008 + C04752	ATP + 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine <=> ADP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
R09993	C20267 + C00001 <=> C01279 + C00014	4-Amino-5-aminomethyl-2-methylpyrimidine + H2O <=> 4-Amino-5-hydroxymethyl-2-methylpyrimidine + Ammonia
R00178	C00019 + C00080 <=> C01137 + C00011	S-Adenosyl-L-methionine + H+ <=> S-Adenosylmethioninamine + CO2
R00497	C00002 + C00669 + C00037 <=> C00008 + C00009 + C00051	ATP + gamma-L-Glutamyl-L-cysteine + Glycine <=> ADP + Orthophosphate + Glutathione
R10994	C00002 + C21015 + C00037 <=> C00008 + C00009 + C21016	ATP + gamma-L-Glutamyl-L-2-aminobutyrate + Glycine <=> ADP + Orthophosphate + Ophthalmate
R06262	G10618 + G00007 <=> G10622 + G10598	Dolichyl D-glucosyl phosphate + G00007 <=> Dolichyl phosphate + G10598
R06263	G10618 + G10598 <=> G10622 + G10599	Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate + G10599
R02101	C00365 + C00143 <=> C00415 + C00364	dUMP + 5,10-Methylenetetrahydrofolate <=> Dihydrofolate + dTMP
R01056	C00117 <=> C00199	D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate
R01039	C00116 + C00006 <=> C00184 + C00005 + C00080	Glycerol + NADP+ <=> Glycerone + NADPH + H+
R12067	C19859 + C00030 + C00007 <=> C21860 + C00028 + C00001	6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol + Reduced acceptor + Oxygen <=> 3-Demethylubiquinol + Acceptor + H2O
R04209	C04751 <=> C03373 + C00011	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate <=> Aminoimidazole ribotide + CO2
R00619	C00002 + C00378 <=> C00020 + C00068	ATP + Thiamine <=> AMP + Thiamin diphosphate
R01126	C00130 + C00001 <=> C00294 + C00009	IMP + H2O <=> Inosine + Orthophosphate
R02323	C00455 + C00001 <=> C03150 + C00009	Nicotinamide D-ribonucleotide + H2O <=> Nicotinamide-beta-riboside + Orthophosphate
R03346	C01185 + C00001 <=> C05841 + C00009	Nicotinate D-ribonucleotide + H2O <=> Nicotinate D-ribonucleoside + Orthophosphate
R01318	C00040 + C04230 <=> C00010 + C00157	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphocholine <=> CoA + Phosphatidylcholine
R03437	C00024 + C04317 <=> C00010 + C04598	Acetyl-CoA + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine <=> CoA + 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine
R04480	C00350 + C00010 <=> C04438 + C00040	Phosphatidylethanolamine + CoA <=> 1-Acyl-sn-glycero-3-phosphoethanolamine + Acyl-CoA
R09034	C00040 + C03819 <=> C00010 + C01194	Acyl-CoA + 1-Acylglycerophosphoinositol <=> CoA + 1-Phosphatidyl-D-myo-inositol
R09035	C00040 + C18125 <=> C00010 + C02737	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphoserine <=> CoA + Phosphatidylserine
R09036	C00040 + C18126 <=> C00010 + C00344	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphoglycerol <=> CoA + Phosphatidylglycerol
R00310	C02191 + C14818 <=> C00032 + 2 C00080	Protoporphyrin + Fe2+ <=> Heme + 2 H+
R11329	C21284 + 2 C00080 <=> C05770 + C14818	Fe-coproporphyrin III + 2 H+ <=> Coproporphyrin III + Fe2+
R04173	C01005 + C00026 <=> C03232 + C00025	O-Phospho-L-serine + 2-Oxoglutarate <=> 3-Phosphonooxypyruvate + L-Glutamate
R05085	C06055 + C00026 <=> C06054 + C00025	O-Phospho-4-hydroxy-L-threonine + 2-Oxoglutarate <=> 2-Oxo-3-hydroxy-4-phosphobutanoate + L-Glutamate
R07767	C16236 + C22154 + 2 C00019 + 2 C22150 + 8 C00080 <=> C16832 + C22155 + 2 C00283 + 4 C14818 + 2 C00073 + 2 C05198 + 2 C22151	[Protein]-N6-(octanoyl)-L-lysine + [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster + 2 S-Adenosyl-L-methionine + 2 Reduced [2Fe-2S] ferredoxin + 8 H+ <=> [Protein]-N6-[(R)-dihydrolipoyl]-L-lysine + [Fe-S] cluster scaffold protein + 2 Hydrogen sulfide + 4 Fe2+ + 2 L-Methionine + 2 5'-Deoxyadenosine + 2 Oxidized [2Fe-2S] ferredoxin
R12423	C22160 + C22154 + 2 C00019 + 2 C22150 + 8 C00080 <=> C15973 + C22155 + 2 C00283 + 4 C14818 + 2 C00073 + 2 C05198 + 2 C22151	[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine + [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster + 2 S-Adenosyl-L-methionine + 2 Reduced [2Fe-2S] ferredoxin + 8 H+ <=> Enzyme N6-(dihydrolipoyl)lysine + [Fe-S] cluster scaffold protein + 2 Hydrogen sulfide + 4 Fe2+ + 2 L-Methionine + 2 5'-Deoxyadenosine + 2 Oxidized [2Fe-2S] ferredoxin
R12424	C22159 + C22154 + 2 C00019 + 2 C22150 + 8 C00080 <=> C02972 + C22155 + 2 C00283 + 4 C14818 + 2 C00073 + 2 C05198 + 2 C22151	[Glycine cleavage system H]-N6-octanoyl-L-lysine + [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster + 2 S-Adenosyl-L-methionine + 2 Reduced [2Fe-2S] ferredoxin + 8 H+ <=> Dihydrolipoylprotein + [Fe-S] cluster scaffold protein + 2 Hydrogen sulfide + 4 Fe2+ + 2 L-Methionine + 2 5'-Deoxyadenosine + 2 Oxidized [2Fe-2S] ferredoxin
R03457	C04666 <=> C01267 + C00001	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + H2O
R01724	C01185 + C00013 + C00008 + C00009 <=> C00253 + C00119 + C00002 + C00001 + C00080	Nicotinate D-ribonucleotide + Diphosphate + ADP + Orthophosphate <=> Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate + ATP + H2O + H+
R00936	C00101 + C00003 <=> C00415 + C00004 + C00080	Tetrahydrofolate + NAD+ <=> Dihydrofolate + NADH + H+
R00937	C00101 + 2 C00003 <=> C00504 + 2 C00004 + 2 C00080	Tetrahydrofolate + 2 NAD+ <=> Folate + 2 NADH + 2 H+
R00939	C00101 + C00006 <=> C00415 + C00005 + C00080	Tetrahydrofolate + NADP+ <=> Dihydrofolate + NADPH + H+
R00940	C00101 + 2 C00006 <=> C00504 + 2 C00005 + 2 C00080	Tetrahydrofolate + 2 NADP+ <=> Folate + 2 NADPH + 2 H+
R02235	C00415 + C00003 <=> C00504 + C00004 + C00080	Dihydrofolate + NAD+ <=> Folate + NADH + H+
R02236	C00415 + C00006 <=> C00504 + C00005 + C00080	Dihydrofolate + NADP+ <=> Folate + NADPH + H+
R11765	C00272 + C00006 <=> C02953 + C00005 + C00080	Tetrahydrobiopterin + NADP+ <=> 7,8-Dihydrobiopterin + NADPH + H+
R00942	C00002 + C00101 + C00025 <=> C00008 + C00009 + C09332	ATP + Tetrahydrofolate + L-Glutamate <=> ADP + Orthophosphate + THF-L-glutamate
R04241	C00002 + C03541(n) + C00025 <=> C00008 + C00009 + C03541(n+1)	ATP + THF-polyglutamate(n) + L-Glutamate <=> ADP + Orthophosphate + THF-polyglutamate(n+1)
R03755	C00040 + C01885 <=> C00010 + C00641	Acyl-CoA + 1-Acylglycerol <=> CoA + 1,2-Diacyl-sn-glycerol
R03756	C00605 + C01885 <=> C00010 + C00641	2,3-Dehydroacyl-CoA + 1-Acylglycerol <=> CoA + 1,2-Diacyl-sn-glycerol
R01931	C00320 + C00177 <=> C00094 + C01755	Thiosulfate + Cyanide ion <=> Sulfite + Thiocyanate
R03105	C00957 + C00342 <=> C00283 + C00022 + C00343	Mercaptopyruvate + Thioredoxin <=> Hydrogen sulfide + Pyruvate + Thioredoxin disulfide
R04452	C04598 + C00001 <=> C04317 + C00033	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine + H2O <=> 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Acetate
R03165	C01024 <=> C01051 + C00001	Hydroxymethylbilane <=> Uroporphyrinogen III + H2O
R09944	C00063 + C00641 <=> C00112 + C00416	CTP + 1,2-Diacyl-sn-glycerol <=> CDP + Phosphatidate
R03313	C01165 + C00009 + C00006 <=> C03287 + C00005 + C00080	L-Glutamate 5-semialdehyde + Orthophosphate + NADP+ <=> L-Glutamyl 5-phosphate + NADPH + H+
R00519	C00058 + C00003 <=> C00080 + C00011 + C00004	Formate + NAD+ <=> H+ + CO2 + NADH
R03332	C01194 + C00001 <=> C01177 + C00641	1-Phosphatidyl-D-myo-inositol + H2O <=> Inositol 1-phosphate + 1,2-Diacyl-sn-glycerol
R03435	C04637 + C00001 <=> C01245 + C00641	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + H2O <=> D-myo-Inositol 1,4,5-trisphosphate + 1,2-Diacyl-sn-glycerol
R10952	C01277 + C00001 <=> C01220 + C00641	1-Phosphatidyl-1D-myo-inositol 4-phosphate + H2O <=> 1D-myo-Inositol 1,4-bisphosphate + 1,2-Diacyl-sn-glycerol
R01082	C00149 <=> C00122 + C00001	(S)-Malate <=> Fumarate + H2O
R01005	C00029 + C00110 <=> C00015 + C01246	UDP-glucose + Dolichyl phosphate <=> UDP + Dolichyl beta-D-glucosyl phosphate
R03223	C04752 + C04327 <=> C00013 + C01081	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 4-Methyl-5-(2-phosphooxyethyl)thiazole <=> Diphosphate + Thiamin monophosphate
R04448	C00002 + C04294 <=> C00008 + C04327	ATP + 5-(2-Hydroxyethyl)-4-methylthiazole <=> ADP + 4-Methyl-5-(2-phosphooxyethyl)thiazole
R10712	C04752 + C20247 <=> C01081 + C00013 + C00011	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate <=> Thiamin monophosphate + Diphosphate + CO2
R07411	C00032 + C00001 + C00448 <=> C15672 + C00013	Heme + H2O + trans,trans-Farnesyl diphosphate <=> Heme O + Diphosphate
R01625	C00010 + C03688 <=> C00054 + C00229	CoA + Apo-[acyl-carrier-protein] <=> Adenosine 3',5'-bisphosphate + Acyl-carrier protein
R01123	C00129 <=> C00235	Isopentenyl diphosphate <=> Dimethylallyl diphosphate
R00551	C00062 + C00001 <=> C00077 + C00086	L-Arginine + H2O <=> L-Ornithine + Urea
R01030	C00670 + C00001 <=> C00114 + C00093	sn-Glycero-3-phosphocholine + H2O <=> Choline + sn-Glycerol 3-phosphate
R01470	C01233 + C00001 <=> C00189 + C00093	sn-Glycero-3-phosphoethanolamine + H2O <=> Ethanolamine + sn-Glycerol 3-phosphate
R00094	2 C00051 + C00003 <=> C00127 + C00004 + C00080	2 Glutathione + NAD+ <=> Glutathione disulfide + NADH + H+
R00115	2 C00051 + C00006 <=> C00127 + C00005 + C00080	2 Glutathione + NADP+ <=> Glutathione disulfide + NADPH + H+
R02061	C00448 + C00129 <=> C00013 + C00353	trans,trans-Farnesyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + Geranylgeranyl diphosphate
R04424	C02225 <=> C04225 + C00001	2-Methylcitrate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O
R00253	C00002 + C00025 + C00014 <=> C00008 + C00009 + C00064	ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine
R01715	C00251 <=> C00254	Chorismate <=> Prephenate
R00974	C00380 + C00001 <=> C00106 + C00014	Cytosine + H2O <=> Uracil + Ammonia
R01411	C02376 + C00001 <=> C00178 + C00014	5-Methylcytosine + H2O <=> Thymine + Ammonia
R02922	C00791 + C00001 <=> C02565 + C00014	Creatinine + H2O <=> N-Methylhydantoin + Ammonia
R01920	C01137 + C00134 <=> C00170 + C00315	S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine
R08359	C01137 + C01672 <=> C00170 + C16565	S-Adenosylmethioninamine + Cadaverine <=> 5'-Methylthioadenosine + Aminopropylcadaverine
R01802	C00269 + C00137 <=> C00055 + C01194	CDP-diacylglycerol + myo-Inositol <=> CMP + 1-Phosphatidyl-D-myo-inositol
R04420	C04188 <=> C04582	S-Methyl-5-thio-D-ribose 1-phosphate <=> S-Methyl-5-thio-D-ribulose 1-phosphate
R01708	C00314 + C00006 <=> C00250 + C00005 + C00080	Pyridoxine + NADP+ <=> Pyridoxal + NADPH + H+
R02111	C00369 + C00009 <=> C00718 + C00103	Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate
R02021	C00342 + C00053 <=> C00343 + C00094 + C00054	Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate
R01009	C00096 + C00110 <=> C00035 + C03862	GDP-mannose + Dolichyl phosphate <=> GDP + Dolichyl phosphate D-mannose
R02109	C00369 + C00001 <=> C00718 + C00267	Starch + H2O <=> Amylose + alpha-D-Glucose
