MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|MONOMER-8581|	Q9Z330	['|TAX-10116|']	['|ENZRXN-8801|']	['DNA-methylase', 'Protein', 'a protein']	['|G-6561|']	[]	[]	[]	[]	[]	[]	[]	[]
|YLR174W-MONOMER|	P41939	['|TAX-4932|']	[]	['NADP-dependent isocitrate dehydrogenase', 'Protein', 'a protein']	['|YLR174W|']	[]	['|CPLX-8684|']	[]	[]	[]	[]	[]	[]
|MONOMER-16640|	Q9MB77	['|TAX-4376|']	['|ENZRXN-19235|']	['vacuolar H+-PPase', 'Protein', 'a protein']	['|G-14498|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14770|	O86043	['|TAX-70356|']	['|ENZRXN-16399|']	['NagL', 'glutathion-dependent maleylpyruvate isomerase', 'Protein', 'a protein']	['|G-11273|']	[]	[]	[]	[]	[]	[]	[]	[]
|ENSG00000100523-MONOMER|	Q8NEL9	['|TAX-9606|']	['|ENZRXN-27086|', '|ENZRXN-27081|', '|ENZRXN-27076|', '|ENZRXN-27075|']	['PA-PLA1', 'phospholipase DDHD1', 'phosphatidic acid-preferring phospholipase A1 homolog', 'DDHD domain-containing protein 1', 'Protein', 'a protein']	['|HS02103|']	[]	[]	[]	['|GO:0090141|', '|GO:0046872|', '|GO:0016787|', '|GO:0016042|', '|GO:0006629|', '|GO:0005737|', '|GO:0004620|']	[]	[]	[]	[]
|MONOMER-19229|	C6Y1N7	['|TAX-984|']	['|ENZRXN-23713|', '|ENZRXN-23712|', '|ENZRXN-23711|', '|ENZRXN-23710|']	['unsaturated &beta;-glucuronyl hydrolase', 'Protein', '&Delta;4,5 glycuronidase', 'a protein']	['|G-43941|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17682|	P0A395	['|TAX-190386|']	['|ENZRXN-22071|', '|ENZRXN-20889|', '|ENZRXN-20888|']	['octopine synthase', 'Ocs', 'octopine dehydrogenase', 'protein ocs', 'Protein', 'a protein']	['|G-15382|']	[]	[]	[]	[]	[]	[]	[]	[]
|KDGALDOL-MONOMER|	P23522	['|TAX-511145|']	[]	['GarL', 'YhaF', 'Protein', 'a protein', '&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase']	['|EG10016|']	[]	['|CPLX0-7615|']	[]	['|GO:0016832|', '|GO:0000287|', '|GO:0005829|', '|GO:0016829|', '|GO:0003824|', '|GO:0016830|', '|GO:0019394|', '|GO:0005737|', '|GO:0046872|', '|GO:0008672|', '|GO:0046392|', '|GO:0042838|']	[]	[]	[]	[]
|G185E-6255-MONOMER|	O53493	['|TAX-83332|']	['|ENZRXN-25664|']	['polyprenyl-phosphate &beta;-<small>D</small>-mannosyltransferase', 'polyprenol-monophosphomannose synthase', 'Protein', 'a protein']	['|G185E-6255|']	[]	[]	[]	['|GO:0052553|', '|GO:0042158|', '|GO:0035269|', '|GO:0019348|', '|GO:0016810|', '|GO:0016787|', '|GO:0016757|', '|GO:0016746|', '|GO:0016740|', '|GO:0016410|', '|GO:0016021|', '|GO:0016020|', '|GO:0009247|', '|GO:0006807|', '|GO:0006506|', '|GO:0006487|', '|GO:0005886|', '|GO:0005829|', '|GO:0005618|', '|GO:0004582|', '|GO:0004169|']	[]	[]	[]	[]
|MONOMER-15336|	Q1Q4F5	['|TAX-174633|']	[]	['Protein', 'NirS', 'a protein', 'nitrite reductase monomer']	['|G-11739|']	[]	['|CPLX-7982|']	[]	[]	[]	[]	[]	[]
|AT3G51240-MONOMER|	Q9S818	['|ORG-5993|']	['|ENZRXN-26407|', '|ENZRXN-12455|', '|ENZRXN1F-1142|']	['Protein', 'FH3', 'a protein', 'flavanone 3&beta;-hydroxylase', 'TT6']	['|AT3G51240|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-5003|		['|TAX-266|']	[]	['ammonia monooxygenase &beta; subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-3882|']	[]	[]	[]	[]	[]	[]
|G66-32922-MONOMER|	O75151	['|TAX-9606|']	['|ENZRXN66-20138|']	['lysine-specific demethylase 7C', 'PHF2_HUMAN', 'PHD finger protein 2', 'Protein', 'a protein', 'GRC5']	['|G66-32922|']	[]	[]	[]	['|GO:0061188|', '|GO:0055114|', '|GO:0051213|', '|GO:0046872|', '|GO:0035064|', '|GO:0033169|', '|GO:0032454|', '|GO:0016569|', '|GO:0016491|', '|GO:0008270|', '|GO:0006482|', '|GO:0006355|', '|GO:0006351|', '|GO:0005730|', '|GO:0005694|', '|GO:0005634|', '|GO:0005515|', '|GO:0005506|', '|GO:0001889|', '|GO:0000777|', '|GO:0000776|', '|GO:0000775|']	[]	[]	[]	[]
|MONOMER-19612|	A0A023JQ27	['|TAX-36599|']	['|ENZRXN-24343|']	['noraucuparin <i>O</i>-methyltransferase', 'Protein', 'a protein']	['|G-44314|']	[]	[]	[]	['|GO:0009506|']	[]	[]	[]	[]
|MONOMER-14153|	P43457	['|TAX-1354|']	[]	['NtpN', 'V-ATPase V<sub>0</sub> K subunit', 'Protein', 'a protein', 'NtpK']	['|G-10816|']	[]	['|CPLX-7654|']	[]	[]	[]	[]	[]	[]
|MONOMER-20106|		['|ORG-5993|']	[]	['Pco', 'propanoyl-CoA oxidase monomer', 'Protein', 'a protein']	['|G-54994|']	[]	['|CPLX-9180|']	[]	[]	[]	[]	[]	[]
|MONOMER-11553|	P09773	['|TAX-358|']	['|ENZRXN-11877|']	['ArcB', 'Ocd', 'Protein', 'a protein', 'ornithine cyclodeaminase']	['|G-9007|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|AT5G63770-MONOMER|	Q9FFN7	['|ORG-5993|']	['|ENZRXN-20364|']	['Protein', 'a protein']	['|AT5G63770|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18118|		['|ORG-6232|']	['|ENZRXN-21924|', '|ENZRXN-21923|', '|ENZRXN-21922|', '|ENZRXN-21921|', '|ENZRXN-21920|', '|ENZRXN-21919|', '|ENZRXN-21917|']	['ginsenosidase type IV', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-7964|		['|TAX-192|']	[]	['aromatic amino acid aminotransferase subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-4802|']	[]	[]	[]	[]	[]	[]
|MONOMER-17152|	E5AX04	['|TAX-319|']	['|ENZRXN-20020|']	['L-arginine:L-lysine amidinotransferase', 'AmtA', 'Protein', 'a protein']	['|G-14944|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12255|	Q2FWH4	['|TAX-1280|']	['|ENZRXN-12883|']	['MurF', 'Protein', 'a protein']	['|G-9475|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-14615|	Q58297	['|TAX-2190|']	[]	['CofC', '2-phospho-L-lactate guanylyltransferase', 'Protein', 'a protein']	['|G-11181|']	[]	['|CPLX-7783|']	[]	[]	[]	[]	[]	[]
|MONOMER-17583|	P56216	['|TAX-69488|']	[]	['VAOA', 'Protein', 'a protein']	['|G-15303|']	[]	['|CPLX-8540|']	[]	[]	[]	[]	[]	[]
|GLUTATHIONE-SYN-MONOMER|	P04425	['|TAX-511145|']	[]	['Protein', 'glutathione synthetase', 'a protein', 'GshB']	['|EG10419|']	[]	['|GLUTATHIONE-SYN-CPLX|']	[]	['|GO:0016879|', '|GO:0005737|', '|GO:0046872|', '|GO:0016874|', '|GO:0000287|', '|GO:0005829|', '|GO:0005524|', '|GO:0000166|', '|GO:0004363|', '|GO:0006750|']	[]	[]	[]	[]
|G6246-MONOMER|	P46891	['|TAX-511145|']	['|ENZRXN0-4983|', '|ENZRXN0-6268|']	['Cof', 'HMP-PP phosphatase', 'Protein', 'a protein']	['|G6246|']	[]	[]	[]	['|GO:0016311|', '|GO:0005829|', '|GO:0016818|', '|GO:0016787|', '|GO:0046872|', '|GO:0017001|', '|GO:0000287|', '|GO:0017110|', '|GO:0016791|', '|GO:0009228|']	[]	[]	[]	[]
|MONOMER-20022|	Q8DN13	['|TAX-1313|']	['|ENZRXN-25134|']	['DltD', 'Protein', 'D-alanine carrier protein:PG D-alanyltransferase', 'a protein']	['|G-44722|']	[]	[]	[]	[]	[]	[]	[]	[]
|DTC1-MONOMER|	Q0E088	['|TAX-4530|']	['|ENZRXN-6602|']	['diterpene cyclase', 'OsDTC1', 'Protein', 'a protein']	['|DTC1|']	[]	[]	[]	['|GO:0009536|']	[]	[]	[]	[]
|MONOMER-12119|		['|TAX-101596|']	['|ENZRXN-12703|', '|ENZRXN-12702|']	['Protein', 'a protein', "6'-deoxychalcone 4'-glucosyltransferase"]	[]	[]	[]	[]	[]	[]	[]	[]	[]
|G7925-MONOMER|	P39377	['|TAX-511145|']	[]	['YjiF', 'isoaspartyl dipeptidase', 'Protein', 'a protein', 'IadA']	['|G7925|']	[]	['|CPLX0-3021|']	[]	['|GO:0016812|', '|GO:0042802|', '|GO:0005829|', '|GO:0016787|', '|GO:0046872|', '|GO:0016810|', '|GO:0006508|', '|GO:0008270|', '|GO:0008798|', '|GO:0008237|', '|GO:0008233|', '|GO:0005737|']	[]	[]	[]	[]
|MONOMER66-381|	P09172	['|TAX-9606|']	[]	['dopamine &beta;-monooxygenase subunit', 'Protein', 'a protein']	['|HS11700|']	[]	['|CPLX66-141|']	[]	[]	[]	[]	[]	[]
|CRR-MONOMER|	P69783	['|TAX-511145|']	[]	['Enzyme IIA<sup>Glc</sup>', 'TreD', 'EIII<sup>Glc</sup>', 'Iex', 'IIIGlc', 'Tgs', 'Enzyme III<sup>Glc</sup>', 'Enzyme IIA<sup>Glc</sup>, Crr', 'EIIA<sup>Glc</sup>', 'Protein', 'a protein', 'Gsr']	['|EG10165|']	[]	['|CPLX0-7|', '|CPLX-157|', '|CPLX-168|']	[]	['|GO:0005515|', '|GO:0043610|', '|GO:0045912|', '|GO:0005737|', '|GO:0031234|', '|GO:0016310|', '|GO:0005829|', '|GO:0046872|', '|GO:0016740|', '|GO:0016301|', '|GO:0008643|', '|GO:0009401|']	[]	[]	[]	[]
|MONOMER3O-153|	P32318	['|TAX-4932|']	[]	['Protein', 'a protein']	['|G3O-154|']	[]	['|CPLX3O-155|']	[]	[]	[]	[]	[]	[]
|MONOMER-20526|	Q6ZD89	['|TAX-39947|']	['|ENZRXN-26426|', '|ENZRXN-26425|', '|ENZRXN-26424|', '|ENZRXN-26423|', '|ENZRXN-26422|', '|ENZRXN-26418|', '|ENZRXN-26417|', '|ENZRXN-26413|']	['Protein', "flavonoid 3',5'-<i>O</i>-methyltransferase 1", 'a protein']	['|G-58316|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20432|	F4BUV0	['|TAX-2223|']	['|ENZRXN-26150|']	['CobZ', 'Protein', 'a protein']	['|G-58220|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15199|	P05307	['|TAX-9913|']	[]	['protein disulfide isomerase subunit', 'Protein', 'a protein']	['|G-11630|']	[]	['|CPLX-7941|']	[]	[]	[]	[]	[]	[]
|MONOMER-12798|	P19733	['|TAX-79676|']	[]	['DmpO', 'phenol hydroxylase P4 component', 'Protein', 'a protein']	['|G-9810|']	[]	['|CPLX-7808|']	[]	[]	[]	[]	[]	[]
|MONOMER-12670|		['|TAX-4097|']	['|ENZRXN-13396|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|PSTB-MONOMER|	P0AAH0	['|TAX-511145|']	[]	['phosphate ABC transporter ATP binding subunit', 'Protein', 'PhoT', 'a protein']	['|EG10783|']	[]	['|ABC-27-CPLX|']	[]	['|GO:0005515|', '|GO:0010921|', '|GO:0043190|', '|GO:0016887|', '|GO:0035435|', '|GO:0005315|', '|GO:0005886|', '|GO:0016020|', '|GO:0006817|', '|GO:0005524|', '|GO:0000166|', '|GO:0015415|']	[]	[]	[]	[]
|RPESYN-MONOMER|		['|TAX-1148|']	['|ENZRXN-184|']	['Rpe', 'Protein', 'a protein']	['|G-394|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18020|	D2Z024	['|TAX-58340|']	['|ENZRXN-21720|']	['DcsA', 'Protein', 'a protein']	['|G-16012|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15721|	Q44253	['|TAX-278934|']	[]	['Protein', 'a protein', '<i>N</i>-glutamylanilide dioxygenase ferredoxin reductase component']	['|G-12078|']	[]	['|CPLX-8085|']	[]	[]	[]	[]	[]	[]
|MONOMER-15823|	Q8G9F9	['|ORG-6158|']	[]	['isocyanide hydratase subunit', 'Protein', 'InhA', 'a protein']	['|G-12148|']	[]	['|CPLX-8132|']	[]	[]	[]	[]	[]	[]
|MONOMER-18419|		['|TAX-193460|']	['|ENZRXN-22416|']	['Protein', 'a protein']	['|G-17916|']	[]	[]	[]	[]	[]	[]	[]	[]
|HS02077-MONOMER|	Q99798	['|TAX-9606|']	['|ENZRXN66-3721|', '|ENZRXN66-2552|']	['mitochondrial aconitase 2', 'mitochondrial aconitate hydratase', 'aconitase 2', 'Protein', 'a protein', 'citrate hydro-lyase']	['|HS02077|']	[]	[]	[]	['|GO:0005759|']	[]	[]	[]	[]
|MONOMER-18521|	D3RNN8	['|TAX-1049|']	[]	['Protein', 'a protein', 'SoeA']	['|G-17994|']	[]	['|CPLX-8835|']	[]	[]	[]	[]	[]	[]
|EG10923-MONOMER|	P0A809	['|TAX-511145|']	[]	['branch migration of Holliday structures, repair', 'Holliday junction branch migration complex subunit RuvA', 'RuvA', 'Protein', 'a protein']	['|RUVA|']	[]	['|RUVABC-CPLX|']	[]	['|GO:0042802|', '|GO:0000400|', '|GO:0009314|', '|GO:0032508|', '|GO:0016787|', '|GO:0006974|', '|GO:0006310|', '|GO:0006281|', '|GO:0004386|', '|GO:0003678|', '|GO:0005737|', '|GO:0005829|', '|GO:0000725|', '|GO:0048476|', '|GO:0009379|', '|GO:0009378|', '|GO:0005524|', '|GO:0003677|', '|GO:0000166|', '|GO:0009432|']	[]	[]	[]	[]
|MONOMER-20835|	A0A1N7UEI0	['|TAX-321846|']	['|ENZRXN-27153|']	['2-deoxy-D-ribonate dehydrogenase', 'Protein', 'a protein']	['|G-80398|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16243|	A3LZU9	['|TAX-322104|']	['|ENZRXN-18752|']	['Protein', 'a protein']	['|G-12537|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13189|	Q868I5	['|TAX-5741|']	['|ENZRXN-14038|']	['Protein', 'a protein']	['|G-10034|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|HS07112-MONOMER|	P07099	['|TAX-9606|']	['|ENZRXN-25851|', '|ENZRXN-25850|', '|ENZRXN-25849|', '|ENZRXN-25848|', '|ENZRXN66-4574|']	['epoxide hydrolase 1', 'epoxide hydratase I', 'Protein', 'a protein', 'microsomal epoxide hydrolase']	['|HS07112|']	[]	[]	[]	['|GO:0043231|', '|GO:0033961|', '|GO:0031090|', '|GO:0016020|', '|GO:0014070|', '|GO:0006725|', '|GO:0005789|', '|GO:0003824|', '|GO:0016787|', '|GO:0004301|', '|GO:0006805|', '|GO:0009636|', '|GO:0019439|', '|GO:0005783|', '|GO:0016021|']	[]	[]	[]	[]
|HS03358-MONOMER|	P06576	['|TAX-9606|']	[]	['Protein', 'a protein', 'ATP synthase, H+ transporting, mitochondrial F1 complex, beta', 'ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide', 'ATP synthase subunit beta, mitochondrial']	['|HS03358|']	[]	['|CPLX66-560|']	[]	['|GO:0005623|', '|GO:1902600|', '|GO:0098761|', '|GO:0098655|', '|GO:0051453|', '|GO:0046961|', '|GO:0046933|', '|GO:0046034|', '|GO:0045261|', '|GO:0045259|', '|GO:0043536|', '|GO:0043532|', '|GO:0043209|', '|GO:0042776|', '|GO:0042645|', '|GO:0042288|', '|GO:0031966|', '|GO:0031012|', '|GO:0022857|', '|GO:0016787|', '|GO:0016020|', '|GO:0015986|', '|GO:0009986|', '|GO:0006933|', '|GO:0006811|', '|GO:0006754|', '|GO:0006629|', '|GO:0006091|', '|GO:0005886|', '|GO:0005759|', '|GO:0005754|', '|GO:0005753|', '|GO:0005743|', '|GO:0005739|', '|GO:0005524|', '|GO:0005515|', '|GO:0005215|', '|GO:0001525|', '|GO:0000166|', '|GO:0015078|', '|GO:0005260|']	[]	[]	[]	[]
|AT1G55920-MONOMER|	Q42588	['|ORG-5993|']	[]	['SAT1', 'Protein', 'serine acetyltransferase', 'a protein']	['|AT1G55920|']	[]	['|CPLX-1323|']	[]	[]	[]	[]	[]	[]
|TSADCOTE-MONOMER|	P94682	['|ORG-5891|']	[]	['TsaD', 'Protein', 'a protein']	['|G-269|']	[]	['|CPLX-1521|']	[]	[]	[]	[]	[]	[]
|EG11281-MONOMER|	P23367	['|TAX-511145|']	[]	['DNA mismatch repair protein MutL', 'Protein', 'MutL', 'a protein']	['|EG11281|']	[]	['|MUTHLS-CPLX|']	[]	['|GO:0042802|', '|GO:0006974|', '|GO:0006281|', '|GO:0000166|', '|GO:0030983|', '|GO:0003677|', '|GO:0000018|', '|GO:0005829|', '|GO:0016887|', '|GO:0032300|', '|GO:0006298|', '|GO:0005524|', '|GO:0005515|']	[]	[]	[]	[]
|MONOMER-2485|		['|TAX-3847|']	['|ENZRXN-2626|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16138|	Q61153	['|TAX-10090|']	[]	['Dio1', 'type I iodothyronine deiodinase', 'DIOI', 'type 1 DI', 'Protein', 'a protein']	['|G-12441|']	[]	['|CPLX-8212|']	[]	[]	[]	[]	[]	[]
|MONOMER-20959|	A6X3G3	['|TAX-439375|']	['|ENZRXN-27335|']	['ApnL', 'D-apionolactonase', 'Protein', 'a protein']	['|G-80484|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13627|		['|ORG-5967|']	['|ENZRXN-14526|', '|ENZRXN-14521|']	['(GDP-forming) succinyl-CoA synthetase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|YLIB-MONOMER|	P75797	['|TAX-511145|']	[]	['GsiB', 'glutathione ABC transporter periplasmic binding protein', 'Protein', 'YliB', 'a protein']	['|G6430|']	[]	['|ABC-49-CPLX|']	[]	['|GO:0015833|', '|GO:1904680|', '|GO:0042938|', '|GO:0043190|', '|GO:0034635|', '|GO:0055085|', '|GO:0006974|', '|GO:0030288|', '|GO:0042597|']	[]	[]	[]	[]
|MONOMER-18909|	A5HZW2	['|TAX-441770|']	['|ENZRXN-23171|']	['BcmC', 'Protein', 'a protein']	['|G-34618|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-1882|		['|TAX-4113|']	[]	['Potato starch synthase I', 'Protein', 'a protein', 'starch synthase I']	['|G-1321|']	[]	['|CPLX-1703|']	[]	[]	[]	[]	[]	[]
|MONOMER-16615|	Q9UY84	['|TAX-272844|']	['|ENZRXN-19191|', '|ENZRXN-19190|', '|ENZRXN-19189|']	['tRNA:G10 dimethyltransferase', 'tRNA (guanine<sup>10</sup>-N<sup>2</sup>)-dimethyltransferase', 'N(2),N(2)-dimethylguanosine tRNA methyltransferase', 'Protein', 'a protein']	['|G-14473|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13277|	Q07982	['|TAX-542|']	[]	['glucose-fructose oxidoreductase', 'Protein', 'a protein', 'Gfo']	['|G-10111|']	[]	['|CPLX-7444|']	[]	[]	[]	[]	[]	[]
|ENSG00000078070-MONOMER|	Q96RQ3	['|TAX-9606|']	[]	['3-methylcrotonyl-CoA carboxylase 1', '3-methylcrotonyl-CoA carboxylase &alpha; subunit', 'MCCase subunit alpha', '3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha', '3-methylcrotonyl-CoA carboxylase biotin-containing subunit', 'Protein', 'a protein', 'methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial']	['|HS01269|']	[]	['|CPLX66-17|']	[]	['|GO:0016874|', '|GO:0009374|', '|GO:0005575|', '|GO:0008152|', '|GO:0006768|', '|GO:0006552|', '|GO:0005759|', '|GO:0005524|', '|GO:0004485|']	[]	[]	[]	[]
|MONOMER-19212|	Q59289	['|TAX-984|']	['|ENZRXN-23686|']	['heparinase III', 'Protein', 'HepC', 'a protein']	['|G-43929|']	[]	[]	[]	['|GO:0030288|']	[]	[]	[]	[]
|HS08224-MONOMER|	P22352	['|TAX-9606|']	[]	['glutathione peroxidase 3 subunit', 'Protein', 'a protein']	['|HS08224|']	[]	['|CPLX-5861|']	[]	[]	[]	[]	[]	[]
|HYCF-MONOMER|	P16432	['|TAX-511145|']	[]	['HevF', 'hydrogenase 3, Fe-S subunit HycF', 'formate hydrogenlyase complex, iron-sulfur protein HycF', 'formate hydrogenlyase subunit HycF', 'HycF', 'Protein', 'a protein']	['|EG10479|']	[]	['|HYDROG3-CPLX|']	[]	['|GO:0045272|', '|GO:0016651|', '|GO:0016020|', '|GO:0009060|', '|GO:0005829|', '|GO:0055114|', '|GO:0046872|', '|GO:0051539|', '|GO:0051536|']	[]	[]	[]	[]
|G185E-5517-MONOMER|	P9WPW9	['|TAX-83332|']	[]	['MurI', 'glutamate racemase monomer', 'Protein', 'a protein']	['|G185E-5517|']	[]	['|CPLX-9228|']	[]	[]	[]	[]	[]	[]
|AT1G78970-MONOMER|		['|ORG-5993|']	['|ENZRXN-19088|', '|ENZRXN-11919|', '|ENZRXN-454|']	['lupeol/lupan-3&beta;,20-diol synthase', 'Protein', 'a protein', 'oxidosqualene cyclase']	['|AT1G78970|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT3G45070-MONOMER|		['|ORG-5993|']	['|ENZRXN-16205|']	['Protein', 'a protein']	['|AT3G45070|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-4904|		['|TAX-2261|']	[]	['Pgm', 'Protein', 'a protein', 'phosphoglycerate mutase subunit']	['|G-3786|']	[]	['|CPLX-3844|']	[]	[]	[]	[]	[]	[]
|UGD-MONOMER|	P76373	['|TAX-511145|']	[]	['YefA', 'Ugd', 'Udg', 'PmrE', 'UDP-glucose 6-dehydrogenase', 'Protein', 'a protein']	['|G7091|']	[]	['|CPLX0-8098|']	[]	['|GO:0005829|', '|GO:0005515|', '|GO:0000271|', '|GO:0016616|', '|GO:0016491|', '|GO:0051287|', '|GO:0009103|', '|GO:0006065|', '|GO:0055114|', '|GO:0003979|', '|GO:0009242|']	[]	[]	[]	[]
|MONOMER-19595|	Q0X0B1	['|TAX-324833|']	['|ENZRXN-24313|']	['<i>N</i>-formyl-&beta;-hydroxy-L-kynurenine formamidase', 'Protein', 'a protein']	['|G-44297|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14133|		['|TAX-34305|']	['|ENZRXN-15294|']	['lotaustralin beta-glucosidase', 'Protein', 'a protein']	['|G-10803|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-3122|	Q9R2F5	['|TAX-93373|']	['|ENZRXN-3285|']	['ChnB', 'Protein', 'a protein']	['|G-2222|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-11527|		['|TAX-294|']	['|ENZRXN-11850|']	['Protein', 'MdlA', 'a protein']	['|G-8986|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT5G58220-MONOMER|	Q9LVM5	['|ORG-5993|']	[]	['Protein', 'hydroxyisourate hydrolase / OHCU decarboxylase', 'a protein', 'S-allantoin synthase']	['|AT5G58220|']	[]	['|CPLX-7518|']	[]	[]	[]	[]	[]	[]
|MONOMER-13736|	A4YGC7	['|TAX-43687|']	['|ENZRXN-14678|']	['4-hydroxybutyryl-CoA dehydratase', 'Protein', 'Hbd', 'a protein']	['|G-10490|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-7803|	F2E7Q2	['|TAX-4513|']	[]	['pyrroline-5-carboxylate reductase', 'Protein', 'a protein']	['|G-80522|']	[]	['|CPLX-4762|']	[]	[]	[]	[]	[]	[]
|MONOMER-17120|	Q530Z6	['|TAX-7130|']	['|ENZRXN-19978|']	['chitin synthase 2', 'Protein', 'a protein']	['|G-14921|']	[]	[]	[]	[]	[]	[]	[]	[]
|YNR019W-MONOMER|	P53629	['|TAX-4932|']	['|ENZRXN-27122|', '|ENZRXN-22492|', '|ENZRXN-22491|', '|ENZRXN3O-1496|']	['acyl-CoA cholesterol acyltransferase', 'Protein', 'a protein']	['|YNR019W|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14597|	Q42883	['|TAX-4081|']	['|ENZRXN-16067|']	['endoplasmic reticulum-type Ca2+ ATpase', 'Protein', 'calcium-transporting ATPase', 'a protein']	['|G-11166|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17567|		['|TAX-4006|']	[]	['linustinase subunit I', 'Protein', 'a protein']	[]	[]	['|CPLX-8535|']	[]	[]	[]	[]	[]	[]
|MONOMER-16748|		['|TAX-4081|']	['|ENZRXN-19394|']	['Protein', 'a protein']	['|G-14596|']	[]	[]	[]	[]	[]	[]	[]	[]
|G6131-MONOMER|	P0CF88	['|TAX-511145|']	['|ENZRXN0-6234|']	['IS30 transposase', 'Tra8-1', 'Protein', 'a protein', 'InsI1']	['|G6131|']	[]	[]	[]	['|GO:0005829|', '|GO:0032196|', '|GO:0006310|', '|GO:0003677|', '|GO:0003676|', '|GO:0015074|', '|GO:0004803|', '|GO:0006313|', '|GO:0043565|', '|GO:0032135|', '|GO:0032993|']	[]	[]	[]	[]
|MONOMER-20006|	Q99UL1	['|TAX-1280|']	['|ENZRXN-25114|']	['CdsA', 'Protein', 'a protein', 'phosphatidate cytidylyltransferase']	['|G-44706|']	[]	[]	[]	[]	[]	[]	[]	[]
|ENSG00000134780-MONOMER|	Q9Y4D2	['|TAX-9606|']	['|ENZRXN-27082|', '|ENZRXN-27077|']	['DGL-alpha', '<i>sn</i>1-specific diacylglycerol lipase alpha', 'Protein', 'a protein', 'neural stem cell-derived dendrite regulator']	['|HS05911|']	[]	[]	[]	['|GO:0098921|', '|GO:0071926|', '|GO:0046872|', '|GO:0046340|', '|GO:0045211|', '|GO:0043196|', '|GO:0042136|', '|GO:0022008|', '|GO:0019369|', '|GO:0016787|', '|GO:0016042|', '|GO:0016021|', '|GO:0016020|', '|GO:0007405|', '|GO:0007216|', '|GO:0006629|', '|GO:0005886|', '|GO:0003824|', '|GO:0004806|']	[]	[]	[]	[]
|MONOMER-12084|		['|TAX-29760|']	['|ENZRXN-24809|', '|ENZRXN-12658|', '|ENZRXN-12656|']	['Protein', 'a protein', 'anthocyanidin 3-<i>O</i>-glucosyltransferase']	['|G-9354|']	[]	[]	[]	[]	[]	[]	[]	[]
|G7842-MONOMER|	P0A784	['|TAX-511145|']	[]	['YjeR', 'oligoribonuclease', 'Protein', 'a protein', 'Orn']	['|G7842|']	[]	['|CPLX0-1821|']	[]	['|GO:0016896|', '|GO:0006259|', '|GO:0090503|', '|GO:0090501|', '|GO:0090305|', '|GO:0005829|', '|GO:0016787|', '|GO:0004527|', '|GO:0004518|', '|GO:0046872|', '|GO:0003676|', '|GO:0034611|', '|GO:0000175|', '|GO:0008310|', '|GO:0005737|', '|GO:0006401|']	[]	[]	[]	[]
|MONOMER-19297|	F1CWE4	['|TAX-36650|']	['|ENZRXN-23801|']	['fumiquinazoline F synthetase', 'Protein', 'a protein']	['|G-44008|']	[]	[]	[]	[]	[]	[]	[]	[]
